Sprint_ID,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP0612,13.4,38.56,51.47,8.8,38.55,0.99,0.7,0.02,Alice,26.99,57.61,42.11,4.45,4.61,113.26,0.45,ISS0634,Task,High,3.6,12.12,Add feature,23.75,20.39,16.43,1.85,1.27,-0.28,Improve performance,New module,Refactor,4.52,5.5,Carol,15.4
SP0235,38.67,42.54,83.7,11.13,51.36,2.26,-1.99,0.18,David,34.12,42.38,40.73,8.41,2.41,253.18,0.32,ISS0212,Task,Medium,8.9,4.36,Update UI,23.47,39.34,35.28,1.27,-0.49,-0.2,Code cleanup,Critical bug,Bug,14.04,4.98,Carol,2.39
SP0559,49.95,44.04,57.3,4.96,45.53,6.35,6.74,-0.13,Alice,24.45,38.03,32.32,1.02,2.59,207.07,0.36,ISS0987,Bug,Medium,14.2,3.02,Add feature,20.54,52.29,21.95,1.73,5.45,0.15,Develop feature,Critical bug,Refactor,15.23,4.11,Carol,9.76
SP0533,46.05,0.88,66.84,-0.81,37.78,-0.08,6.62,0.04,Bob,36.69,44.45,34.11,6.07,0.23,44.07,0.88,ISS0484,Story,Medium,11.99,11.93,Refactor code,13.04,41.54,19.36,-0.1,1.44,0.01,Improve performance,New module,Performance,6.91,1.66,David,15.6
SP0726,46.22,9.67,90.26,5.84,81.63,1.35,0.59,0.65,Carol,40.08,34.01,35.89,5.11,1.37,199.6,0.43,ISS0894,Bug,Low,6.26,3.58,Update UI,15.09,49.25,24.97,1.28,2.69,-0.23,Improve performance,User request,Refactor,12.11,-0.55,Carol,16.32
SP0157,38.15,0.01,59.33,2.23,58.77,2.01,3.85,1.02,David,36.8,47.78,37.89,6.59,2.73,68.06,0.56,ISS0391,Task,Medium,12.27,12.72,Update UI,10.98,37.83,25.15,1.68,3.68,-0.08,Improve performance,New module,Refactor,5.58,6.65,Alice,19.62
SP0076,52.73,26.33,29.43,6.85,60.93,0.72,7.64,-0.93,Carol,29.52,42.51,40.82,4.87,0.28,124.65,0.73,ISS0262,Story,Medium,15.51,4.16,Refactor code,20.65,45.29,20.89,1.85,2.67,-0.06,Improve performance,New module,Feature,12.43,11.02,Carol,9.66
SP0159,35.47,58.91,62.43,7.02,58.45,2.9,8.82,-0.03,Carol,17.93,25.0,21.94,2.88,4.32,104.9,0.02,ISS0391,Task,Low,15.72,7.21,Fix bug,11.91,38.59,30.12,3.32,3.17,0.91,Develop feature,Tech debt,Performance,13.05,8.55,Carol,14.0
SP0348,46.43,44.45,59.0,4.93,52.31,3.55,7.97,0.53,David,24.06,40.61,44.68,6.44,3.12,121.14,0.08,ISS0695,Story,Low,14.28,16.79,Add feature,6.37,32.41,21.23,4.24,3.31,0.23,Improve performance,Critical bug,Refactor,14.22,-0.75,Alice,17.14
SP0195,60.56,19.74,87.06,5.27,48.92,2.33,5.97,0.5,Bob,28.85,20.76,33.68,6.8,2.6,207.25,0.44,ISS0080,Task,Medium,7.49,3.19,Refactor code,15.56,39.0,29.38,0.37,1.55,0.77,Fix bug,User request,Performance,18.08,6.58,David,6.36
SP0025,57.74,35.48,81.6,1.81,27.99,0.86,4.11,-0.14,Carol,33.56,46.36,36.42,5.89,2.51,150.55,0.15,ISS0694,Bug,High,11.47,10.16,Add feature,25.08,37.94,40.43,2.38,1.74,-0.37,Code cleanup,Critical bug,Refactor,12.57,4.93,David,10.8
SP0385,50.7,51.42,86.42,6.74,51.45,2.79,-1.37,0.16,Carol,54.52,34.18,25.93,5.48,1.46,153.19,0.81,ISS0714,Story,Medium,10.46,6.24,Add feature,8.83,39.68,27.12,2.5,3.07,0.83,Improve performance,User request,Refactor,12.19,7.54,Alice,12.71
SP0741,54.98,20.3,89.37,4.11,19.93,0.73,5.3,0.01,Bob,36.69,37.79,35.32,1.19,3.37,134.87,1.01,ISS0510,Story,Medium,24.26,3.57,Update UI,25.14,34.98,15.79,2.54,3.45,0.2,Fix bug,User request,Refactor,15.4,2.66,Carol,13.86
SP0909,43.98,21.74,62.96,5.13,36.36,-0.99,3.42,0.02,Carol,37.88,46.92,39.59,4.75,2.48,148.39,0.1,ISS0569,Story,Medium,16.27,8.45,Fix bug,16.59,41.91,31.54,1.31,-0.83,-0.69,Develop feature,User request,Performance,8.51,9.84,Alice,19.34
SP0379,70.59,49.61,65.63,1.84,47.31,-0.05,-0.28,0.48,Bob,39.97,42.86,31.49,2.01,3.04,219.46,0.76,ISS0977,Bug,High,4.15,9.44,Update UI,3.23,35.48,36.12,4.12,1.85,0.71,Code cleanup,Tech debt,Bug,5.63,7.24,Bob,11.14
SP0713,44.55,39.59,59.85,8.11,45.31,-0.17,-2.54,0.49,David,38.35,36.06,33.18,2.09,4.09,210.84,-0.04,ISS0755,Story,Medium,6.72,5.29,Fix bug,16.57,24.55,29.65,1.57,1.02,0.18,Improve performance,Critical bug,Performance,3.01,7.82,David,6.65
SP0733,61.71,64.65,53.23,3.51,31.73,3.05,6.0,0.14,Alice,32.64,41.72,34.39,4.76,3.2,232.85,1.05,ISS0398,Story,Low,19.95,4.41,Refactor code,7.91,19.15,27.4,1.27,2.39,-0.36,Develop feature,User request,Bug,7.42,6.27,Bob,17.15
SP0778,64.71,31.1,96.8,3.23,53.91,4.87,7.27,-0.01,Bob,50.86,14.91,33.09,2.24,1.91,179.78,0.05,ISS0082,Bug,Medium,10.95,15.62,Fix bug,6.56,26.49,27.49,3.06,-1.07,-0.44,Improve performance,User request,Performance,10.51,7.2,Alice,3.52
SP0438,67.87,27.53,48.79,7.55,82.58,1.63,-0.3,0.51,Alice,35.27,55.57,28.58,8.28,2.94,68.58,1.85,ISS0683,Story,Low,7.61,9.86,Refactor code,24.44,29.21,31.94,2.07,3.38,0.66,Code cleanup,Critical bug,Feature,21.61,7.97,Bob,17.56
SP0458,61.1,78.18,84.4,4.89,55.49,4.55,2.21,0.75,Carol,29.71,19.51,31.75,3.79,1.62,82.41,0.93,ISS0218,Task,Medium,6.71,3.93,Refactor code,15.67,10.99,30.9,0.45,2.43,0.14,Develop feature,New module,Bug,2.77,10.77,Carol,17.19
SP0995,37.78,34.71,46.28,4.16,52.67,0.66,4.38,1.28,Carol,32.67,34.19,16.29,7.98,3.64,237.12,1.12,ISS0855,Bug,High,10.38,9.36,Fix bug,15.78,42.14,28.34,3.06,1.58,0.42,Code cleanup,Critical bug,Feature,18.26,-1.37,Bob,10.72
SP0608,37.24,34.84,70.8,4.4,92.38,1.95,0.51,0.44,Alice,55.95,41.57,19.27,4.51,1.49,143.26,0.76,ISS0869,Task,Medium,10.48,12.45,Refactor code,9.4,59.27,36.04,4.73,3.38,0.9,Develop feature,Critical bug,Feature,11.42,2.1,Alice,7.74
SP0295,34.87,46.6,57.52,5.24,43.45,4.67,6.55,0.53,Carol,39.61,69.74,47.2,3.87,-0.49,52.72,1.11,ISS0210,Task,High,4.74,7.54,Refactor code,13.5,32.7,23.35,1.15,2.19,0.19,Improve performance,Critical bug,Bug,10.62,2.72,Carol,10.07
SP0221,33.21,39.5,62.23,-0.68,46.96,0.63,-2.27,-0.34,Bob,11.04,59.27,20.85,6.85,1.68,130.1,1.61,ISS0388,Bug,Low,1.96,5.29,Add feature,13.95,43.99,22.21,0.63,2.71,-0.41,Code cleanup,New module,Feature,6.79,3.81,Alice,14.74
SP0984,74.33,38.22,59.69,9.81,22.32,0.9,3.95,0.31,Carol,35.23,39.12,36.25,7.94,-0.06,96.52,0.86,ISS0439,Task,High,7.18,8.78,Fix bug,3.09,38.42,31.42,1.04,2.76,1.05,Improve performance,New module,Performance,10.51,9.95,David,17.92
SP0910,55.26,44.15,66.37,2.7,32.49,-0.9,6.95,0.19,David,58.42,22.63,34.5,5.2,0.96,119.82,0.15,ISS0313,Bug,High,1.9,3.73,Fix bug,16.07,48.95,32.41,3.7,4.91,-0.11,Fix bug,Tech debt,Bug,23.78,8.86,Alice,13.92
SP0165,48.48,38.22,42.81,8.78,57.92,1.26,9.98,0.78,Alice,56.3,36.97,41.75,8.89,3.8,160.16,0.62,ISS0338,Bug,Medium,9.86,-0.59,Fix bug,22.09,44.71,26.19,1.67,0.4,0.45,Fix bug,Critical bug,Bug,18.91,8.46,Alice,14.76
SP0176,57.04,66.84,55.69,6.64,37.62,2.45,11.13,0.16,Alice,30.03,31.7,35.54,1.04,0.39,190.1,-0.16,ISS0137,Bug,Medium,16.48,8.6,Fix bug,16.83,21.01,18.38,0.52,2.37,0.23,Develop feature,New module,Performance,7.92,8.54,David,12.26
SP0073,1.77,52.28,59.3,-1.11,61.79,1.03,5.22,0.79,Bob,42.75,46.98,35.43,4.98,2.26,197.49,0.78,ISS0953,Task,High,14.34,9.16,Update UI,20.43,61.14,37.22,1.75,3.81,0.25,Fix bug,Tech debt,Bug,7.83,9.07,David,9.56
SP0461,68.3,38.75,86.49,8.35,56.19,0.77,3.37,-0.01,Carol,36.67,42.75,17.82,3.95,3.1,135.03,-0.46,ISS0721,Bug,Low,9.61,10.58,Fix bug,4.81,70.98,33.75,3.29,3.85,0.04,Develop feature,Tech debt,Bug,3.95,10.0,Carol,2.51
SP0864,38.31,32.6,84.84,-0.0,58.87,1.16,1.3,0.48,Carol,45.12,57.9,52.51,-0.62,1.27,156.81,0.26,ISS0904,Bug,Low,4.28,4.91,Refactor code,12.17,38.11,17.78,2.41,1.1,-0.25,Code cleanup,Critical bug,Bug,15.45,4.24,Alice,12.73
SP0320,80.29,39.46,88.05,6.94,35.95,0.49,-6.44,0.21,Bob,41.16,35.28,29.93,3.69,3.78,103.32,1.36,ISS0318,Task,Low,14.47,7.66,Add feature,9.82,27.27,13.46,1.72,3.53,-0.22,Fix bug,Tech debt,Performance,12.39,7.55,Carol,13.04
SP0218,74.44,35.76,63.85,6.42,69.04,1.53,4.1,0.48,Bob,36.93,43.88,30.14,5.37,0.36,155.18,0.39,ISS0616,Bug,High,9.16,7.09,Add feature,17.74,48.74,16.67,0.26,3.09,-0.04,Develop feature,User request,Feature,17.62,6.19,David,11.15
SP0912,39.47,33.18,65.97,1.66,51.83,-0.37,1.4,0.14,Carol,36.93,41.94,47.23,2.34,-0.19,193.51,1.2,ISS0771,Bug,High,23.94,7.56,Add feature,13.33,43.62,27.01,1.57,1.08,0.24,Develop feature,New module,Bug,12.07,8.84,David,12.29
SP0520,32.52,58.7,70.7,5.42,41.49,1.98,-1.98,-0.12,Bob,36.43,31.36,42.13,5.24,-1.0,96.36,-0.11,ISS0571,Bug,High,17.53,8.51,Refactor code,12.37,45.04,34.46,2.82,4.52,0.99,Code cleanup,Critical bug,Refactor,11.27,11.07,David,5.63
SP0015,40.12,43.82,65.71,2.4,78.26,1.8,6.54,0.29,Carol,30.78,21.79,48.88,4.67,0.22,72.43,1.45,ISS0562,Task,High,7.03,6.22,Fix bug,13.18,35.3,20.74,1.52,3.2,0.1,Fix bug,Tech debt,Feature,10.91,3.98,Alice,14.4
SP0899,22.83,31.22,77.42,5.21,57.48,1.64,1.41,0.04,Alice,70.72,34.29,33.86,4.91,1.75,119.55,0.47,ISS0104,Story,Low,14.88,7.88,Add feature,18.17,37.65,15.45,3.59,0.81,0.75,Improve performance,New module,Refactor,13.16,7.22,Carol,6.75
SP0514,53.7,17.58,71.08,6.54,45.89,2.93,0.7,-0.04,Alice,33.98,33.41,31.01,9.71,-0.01,98.83,0.55,ISS0177,Story,Medium,12.51,12.81,Update UI,16.98,37.6,12.99,-0.28,1.72,0.15,Improve performance,User request,Performance,13.24,8.1,David,13.19
SP0443,42.05,31.04,64.43,4.07,60.08,2.51,8.74,-0.46,Alice,50.85,47.15,39.34,6.95,1.76,190.51,0.95,ISS0904,Bug,Medium,14.96,8.25,Fix bug,1.9,34.95,22.7,4.39,2.11,0.22,Fix bug,New module,Refactor,7.55,4.48,Carol,8.53
SP0104,64.41,26.63,81.37,5.8,48.44,3.34,-1.98,0.8,Alice,19.11,48.99,27.97,2.98,2.3,149.22,0.26,ISS0573,Story,Low,15.12,6.26,Add feature,19.96,37.99,21.67,2.91,4.61,0.58,Code cleanup,Tech debt,Bug,5.92,1.05,Carol,5.09
SP0175,60.97,50.63,61.22,3.38,41.24,1.74,-3.93,0.42,Carol,39.29,62.67,40.97,3.78,3.45,105.44,0.29,ISS0304,Task,Medium,-1.46,6.01,Add feature,19.28,31.89,22.0,0.64,1.07,0.86,Fix bug,New module,Performance,14.43,4.9,Bob,20.59
SP0721,42.82,11.38,44.03,1.21,20.86,3.57,6.04,0.25,Bob,29.76,29.86,31.76,5.74,2.17,166.3,0.82,ISS0179,Bug,Medium,18.55,10.5,Update UI,12.55,26.12,14.95,0.79,2.26,-0.04,Code cleanup,User request,Bug,10.76,6.46,Carol,-0.47
SP0910,75.94,37.87,82.04,3.39,60.45,1.55,2.78,0.56,David,37.61,62.01,50.0,9.62,3.46,107.94,0.63,ISS0149,Task,Low,9.65,7.76,Fix bug,11.38,47.0,15.49,1.51,0.79,-0.21,Develop feature,Critical bug,Feature,21.67,5.11,David,17.1
SP0562,57.15,72.29,24.41,4.62,71.89,2.4,1.29,-0.21,Bob,39.06,48.45,29.72,7.84,-1.85,53.42,0.65,ISS0512,Story,Medium,14.91,5.17,Fix bug,26.69,51.88,27.86,0.41,2.82,0.58,Code cleanup,New module,Feature,9.62,4.88,David,12.42
SP0788,54.15,22.93,65.77,7.74,33.16,3.23,11.58,0.51,Bob,51.03,29.47,40.19,0.79,1.38,81.92,-0.32,ISS0543,Story,High,6.35,10.55,Update UI,15.26,41.93,36.08,4.71,3.66,-0.35,Fix bug,User request,Performance,13.09,4.68,Carol,11.85
SP0078,68.85,1.49,103.21,2.65,21.97,0.66,0.74,-0.27,Alice,43.13,60.57,31.62,5.59,0.64,186.3,-0.25,ISS0495,Story,High,4.59,7.79,Add feature,19.41,53.52,19.56,0.67,2.67,0.85,Fix bug,Tech debt,Bug,0.56,7.71,Carol,17.05
SP0718,43.19,51.33,50.45,3.05,45.87,3.32,-1.05,0.23,Carol,42.75,33.42,46.65,6.92,1.77,95.42,-0.1,ISS0058,Story,Low,18.83,3.9,Refactor code,21.84,45.56,32.21,3.83,1.42,0.15,Code cleanup,User request,Feature,4.74,7.95,Carol,19.54
SP0029,41.65,55.86,78.76,5.14,55.18,1.83,-2.97,0.57,David,57.85,42.75,38.43,4.62,0.12,258.94,0.75,ISS0049,Task,Medium,9.48,0.55,Fix bug,9.47,35.52,17.78,2.7,2.34,-0.01,Code cleanup,Critical bug,Bug,17.77,6.38,Alice,5.74
SP0594,27.67,45.06,66.69,2.97,51.72,1.52,1.83,-0.1,Carol,45.45,38.76,39.84,4.59,1.41,96.32,0.57,ISS0123,Story,Medium,12.85,5.85,Update UI,12.33,52.4,23.23,0.63,2.47,0.6,Code cleanup,User request,Performance,8.08,4.21,David,20.31
SP0126,13.87,73.99,73.68,6.39,39.22,1.46,1.77,-0.26,Alice,51.17,59.12,48.27,3.5,3.06,144.57,1.32,ISS0635,Bug,Medium,15.37,5.18,Add feature,21.31,35.17,26.94,2.22,-0.65,-0.28,Improve performance,Critical bug,Bug,11.51,9.91,David,19.51
SP0870,45.37,31.35,55.56,1.69,32.0,-0.02,6.43,0.13,David,41.11,56.16,36.13,8.34,0.69,177.14,1.29,ISS0150,Story,High,10.99,10.76,Fix bug,11.98,32.25,29.0,0.98,2.4,1.33,Improve performance,New module,Performance,10.66,3.0,Alice,9.29
SP0457,71.22,36.24,78.01,1.09,16.9,3.63,3.78,0.98,Alice,33.94,67.85,32.53,8.65,1.79,166.26,0.87,ISS0773,Bug,High,19.88,5.07,Add feature,6.19,28.89,26.19,4.41,0.77,0.88,Code cleanup,New module,Bug,18.01,7.8,Bob,12.32
SP0373,47.61,30.12,65.36,4.31,55.47,3.66,11.42,0.29,David,20.91,19.05,33.99,5.05,0.43,73.6,0.16,ISS0974,Task,High,18.65,4.67,Fix bug,23.41,32.82,17.51,2.55,2.69,1.01,Code cleanup,User request,Feature,10.82,2.5,Alice,11.05
SP0672,31.61,16.99,63.15,4.61,36.84,1.29,4.45,0.8,David,30.82,35.3,46.43,2.01,2.46,221.76,0.33,ISS0554,Story,Medium,17.89,8.05,Add feature,7.72,39.83,27.01,3.05,0.37,-0.64,Improve performance,Tech debt,Bug,13.37,11.68,Alice,13.42
SP0170,52.97,18.9,91.81,4.4,56.72,0.61,-2.32,0.53,Bob,57.1,63.66,29.65,7.94,5.27,222.59,0.23,ISS0914,Task,High,11.76,6.37,Fix bug,13.59,30.53,34.41,-0.24,2.04,0.45,Code cleanup,User request,Refactor,0.95,6.92,Bob,8.35
SP0623,40.41,28.54,63.05,6.39,46.7,2.64,9.53,0.25,Alice,37.98,34.72,30.63,0.15,0.78,174.49,-0.78,ISS0345,Story,Low,12.21,4.73,Refactor code,27.76,39.74,29.15,3.9,2.36,0.02,Fix bug,Tech debt,Feature,14.68,6.24,Carol,8.96
SP0752,47.02,23.21,68.59,6.75,50.3,1.29,4.26,0.22,Bob,27.58,57.33,30.95,2.65,3.21,60.59,0.45,ISS0550,Task,Medium,15.02,6.67,Update UI,20.11,36.35,22.33,3.41,-0.59,0.85,Improve performance,Critical bug,Bug,9.88,8.48,Alice,12.6
SP0249,31.56,26.96,55.58,9.7,56.6,2.51,13.81,-0.5,Bob,39.49,27.45,10.78,3.29,-0.67,117.92,0.2,ISS0563,Bug,Medium,12.28,1.05,Update UI,19.11,25.08,31.41,3.14,1.07,-0.7,Fix bug,Critical bug,Performance,7.54,-0.65,Bob,17.88
SP0307,30.11,36.71,64.0,1.11,65.56,4.76,-0.11,-0.29,David,45.66,46.44,28.32,2.83,0.27,203.57,-0.4,ISS0267,Task,Low,10.4,14.45,Add feature,6.61,48.16,11.0,2.12,0.61,-0.08,Fix bug,Critical bug,Bug,6.93,9.98,Carol,11.91
SP0850,48.27,23.52,70.17,3.45,50.39,1.85,-0.25,0.92,Carol,41.73,57.5,45.0,5.52,2.04,113.18,0.9,ISS0637,Task,High,4.62,5.57,Add feature,9.69,35.66,20.3,1.03,1.75,1.11,Fix bug,New module,Feature,7.74,7.85,David,16.37
SP0772,27.14,23.36,76.58,5.85,38.28,3.52,0.28,-0.34,Bob,48.04,35.67,40.24,1.83,4.07,195.4,1.26,ISS0239,Story,Medium,13.23,8.57,Fix bug,7.39,28.19,42.05,2.5,4.54,0.0,Code cleanup,Critical bug,Bug,11.64,6.36,Carol,6.14
SP0565,63.01,30.09,62.37,0.45,57.87,0.81,7.57,0.55,Carol,42.36,17.73,35.42,6.45,2.45,107.04,1.4,ISS0619,Task,High,19.39,0.41,Fix bug,29.53,26.36,24.41,3.76,4.06,1.02,Code cleanup,Critical bug,Refactor,10.47,7.33,Carol,10.56
SP0640,72.53,24.35,87.21,8.22,74.78,2.84,4.55,-0.27,Carol,42.75,40.68,41.65,4.19,-0.67,122.54,0.37,ISS0491,Bug,High,10.9,11.1,Add feature,24.89,49.29,21.56,0.53,2.87,-0.71,Code cleanup,Tech debt,Refactor,7.55,1.65,Bob,12.3
SP0847,22.26,37.6,67.18,6.31,75.95,1.87,3.49,-0.38,Alice,46.73,50.07,25.29,3.77,3.12,173.4,0.87,ISS0144,Task,Medium,9.68,14.92,Fix bug,10.91,21.27,29.61,4.33,1.65,1.24,Fix bug,Tech debt,Performance,13.63,7.76,Alice,6.12
SP0455,60.51,48.75,51.14,5.87,15.54,0.35,4.97,0.71,Bob,47.5,28.72,31.03,3.21,1.93,142.75,0.18,ISS0777,Story,Low,9.21,5.92,Add feature,6.22,54.76,15.61,3.47,1.28,0.3,Improve performance,New module,Refactor,16.7,7.29,David,0.94
SP0893,57.5,28.85,70.73,2.03,72.03,1.83,0.63,0.3,David,43.72,48.5,43.86,6.95,1.98,68.4,0.56,ISS0347,Task,Low,15.61,7.43,Refactor code,13.48,52.44,23.67,-0.57,1.91,0.73,Improve performance,Tech debt,Performance,8.62,5.69,Carol,12.65
SP0641,52.97,43.2,73.96,3.64,49.83,1.99,-2.19,0.82,Carol,15.44,34.46,30.61,8.83,1.54,95.65,0.39,ISS0640,Task,Medium,3.54,7.88,Refactor code,10.91,32.88,26.68,1.01,0.88,0.49,Fix bug,New module,Performance,10.21,13.6,Bob,17.23
SP0293,51.29,52.85,74.23,5.79,36.39,1.95,2.51,0.52,Alice,37.62,48.63,30.14,6.18,2.35,140.2,0.75,ISS0638,Story,Low,3.65,1.93,Add feature,13.32,26.4,31.58,0.92,3.88,0.67,Improve performance,Critical bug,Bug,17.92,5.09,Bob,20.52
SP0917,41.2,21.15,71.24,2.17,78.69,3.89,1.45,-0.1,David,24.71,40.77,28.57,3.86,1.18,152.81,1.22,ISS0856,Task,Medium,9.66,-0.35,Fix bug,17.94,64.71,22.7,3.46,1.72,-0.21,Develop feature,New module,Bug,9.93,4.26,Carol,11.98
SP0646,55.24,19.0,51.06,6.58,42.81,3.32,-0.74,0.82,Bob,31.5,33.89,23.97,5.96,2.01,160.71,0.45,ISS0717,Story,High,13.92,12.22,Add feature,22.25,29.9,38.76,4.95,1.14,0.39,Code cleanup,New module,Performance,9.12,-0.61,Carol,24.79
SP0120,73.24,31.1,86.55,8.96,32.41,3.37,-4.87,-0.63,Bob,50.82,50.65,48.78,1.76,3.08,137.61,0.94,ISS0802,Story,High,11.39,7.73,Update UI,10.28,47.49,27.62,1.92,-0.24,0.74,Code cleanup,New module,Bug,16.21,7.37,Bob,17.64
SP0053,40.89,45.82,109.13,2.54,66.77,2.79,-3.87,0.46,David,18.05,49.77,36.57,6.46,2.75,45.58,-0.0,ISS0976,Task,Low,17.37,3.13,Fix bug,21.56,39.52,34.35,-1.68,3.4,0.11,Fix bug,New module,Performance,0.48,3.54,Bob,18.9
SP0934,28.27,34.18,67.26,6.37,65.58,2.29,-0.99,-0.01,Bob,47.17,39.46,41.23,5.71,1.58,213.52,0.45,ISS0643,Task,Medium,3.36,12.59,Fix bug,3.11,41.93,38.32,2.78,4.21,0.02,Develop feature,Critical bug,Feature,19.51,12.27,David,18.01
SP0557,49.41,34.48,64.76,6.79,65.51,1.71,-2.32,0.15,Bob,22.92,45.02,38.8,4.48,0.53,129.81,0.18,ISS0319,Task,Medium,12.92,12.83,Add feature,18.03,24.72,15.7,2.06,1.47,-0.53,Develop feature,Tech debt,Performance,11.43,0.05,Carol,1.14
SP0381,35.11,31.88,86.19,4.96,20.02,1.25,-0.12,-0.24,David,32.29,62.29,29.57,9.54,1.39,106.77,1.73,ISS0010,Task,High,18.61,5.62,Add feature,6.83,37.21,32.21,2.18,1.15,0.24,Develop feature,Critical bug,Bug,10.73,3.8,Carol,12.28
SP0202,36.38,37.68,68.9,1.52,63.8,1.18,8.47,0.34,Alice,21.09,25.84,25.93,2.84,3.08,170.9,1.62,ISS0140,Task,High,9.2,0.8,Refactor code,25.4,44.56,31.97,0.58,3.41,-0.16,Fix bug,Critical bug,Feature,7.58,11.82,Alice,8.12
SP0014,48.06,31.39,66.3,5.87,44.61,0.11,11.05,0.62,Alice,21.63,51.08,23.34,4.52,0.09,202.32,0.28,ISS0627,Story,Low,9.55,3.92,Fix bug,15.81,30.28,27.06,2.92,1.66,0.22,Code cleanup,New module,Performance,2.36,11.5,Bob,9.67
SP0682,51.46,35.37,86.96,4.29,30.03,0.7,-0.01,-0.54,David,33.57,46.43,26.79,3.13,2.18,149.78,0.6,ISS0215,Bug,Low,15.76,9.8,Refactor code,16.53,34.33,32.61,0.09,2.11,0.25,Code cleanup,Critical bug,Feature,7.79,2.78,David,23.31
SP0745,74.1,25.41,100.13,4.47,56.88,2.14,3.42,-0.01,Bob,24.73,43.71,37.96,4.9,3.31,77.43,1.01,ISS0659,Bug,Low,13.97,5.58,Refactor code,11.01,7.38,28.31,2.07,5.52,0.41,Improve performance,Tech debt,Performance,4.28,7.38,Bob,10.73
SP0864,41.5,30.03,70.13,6.94,28.83,2.98,2.89,0.37,David,33.86,31.3,33.15,6.59,0.22,187.23,0.86,ISS0580,Task,High,7.54,6.9,Fix bug,15.17,44.84,23.89,3.01,1.72,1.24,Fix bug,New module,Bug,9.24,4.52,Alice,18.81
SP0454,43.57,29.51,79.48,3.88,34.77,-1.88,-2.68,1.09,David,27.79,34.99,47.16,2.32,2.6,145.17,0.18,ISS0982,Story,Medium,7.47,2.52,Fix bug,6.19,59.4,37.91,-0.07,-0.4,0.46,Fix bug,New module,Performance,15.7,5.29,Carol,21.15
SP0502,54.57,11.76,49.56,8.7,40.51,3.05,5.62,0.03,David,42.07,49.89,29.62,6.49,3.93,136.52,1.12,ISS0170,Task,Low,10.91,7.74,Fix bug,14.33,43.54,36.32,0.5,0.75,0.07,Fix bug,Tech debt,Bug,17.04,8.8,Carol,21.68
SP0295,74.87,54.5,56.72,5.17,81.93,3.15,6.57,0.27,Bob,43.24,49.12,18.79,6.71,1.41,120.39,0.02,ISS0799,Story,Medium,15.77,4.25,Refactor code,22.58,38.05,24.72,3.97,1.26,0.43,Develop feature,New module,Feature,12.05,-0.83,Alice,21.75
SP0647,56.65,22.33,40.76,-0.47,25.42,1.53,-0.52,-0.29,Carol,31.12,26.13,51.49,2.45,1.67,152.75,0.46,ISS0985,Task,Medium,5.38,4.37,Fix bug,14.11,40.37,45.36,0.91,-0.01,0.62,Improve performance,User request,Refactor,6.7,9.22,Alice,2.4
SP0614,72.68,19.08,76.88,1.55,52.49,3.13,6.86,0.53,Carol,51.86,43.56,41.92,3.01,3.04,186.25,-0.06,ISS0224,Task,Medium,6.96,12.99,Update UI,-3.62,37.57,20.42,1.45,1.92,0.09,Code cleanup,New module,Feature,7.35,1.22,Alice,18.92
SP0296,56.66,57.15,38.35,2.97,46.59,2.04,2.6,0.4,Alice,48.01,54.24,46.28,6.35,-0.06,180.77,0.38,ISS0009,Bug,Medium,6.19,7.01,Update UI,9.0,41.76,20.5,-1.37,0.87,0.86,Fix bug,Tech debt,Feature,-0.35,11.82,Bob,18.5
SP0503,43.94,13.04,62.84,3.55,33.28,1.32,-3.62,-0.23,David,43.84,37.78,20.04,9.6,4.93,84.38,0.82,ISS0323,Task,Medium,13.35,0.4,Refactor code,14.99,53.96,27.27,1.8,2.04,0.04,Develop feature,Critical bug,Performance,19.02,8.21,Alice,20.52
SP0722,21.3,39.61,55.88,6.5,46.23,2.82,2.88,-0.03,Bob,40.45,30.8,31.16,5.73,2.66,135.83,0.64,ISS0143,Task,High,7.18,10.02,Refactor code,15.53,51.1,30.78,3.44,0.64,0.37,Fix bug,New module,Performance,1.89,4.75,David,10.65
SP0034,56.87,19.74,24.18,3.09,52.88,3.35,8.23,0.83,Bob,33.15,51.45,39.68,4.01,3.0,230.37,-0.12,ISS0101,Task,Medium,0.17,4.72,Fix bug,5.35,16.14,30.34,4.38,4.22,-0.07,Develop feature,New module,Feature,12.88,6.04,Alice,11.1
SP0669,39.97,48.18,60.82,1.21,34.41,1.28,7.29,-0.1,Carol,52.62,43.81,30.93,6.07,1.18,98.86,1.12,ISS0898,Bug,Medium,11.75,1.33,Update UI,19.56,49.0,32.83,1.24,1.77,0.56,Code cleanup,Critical bug,Feature,12.36,8.15,David,6.38
