Sprint_ID,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP0401,26,18,69.23,6,56,4,2,0,David,48,63,23,8,1,273.91,1,ISS0401,Story,Medium,16,6,Add feature,16,20,34,2,0,0,Develop feature,New module,Performance,18,7,Bob,16
SP0402,22,12,54.55,9,22,3,9,0,Alice,25,16,37,2,1,43.24,0,ISS0402,Task,Medium,18,6,Fix bug,20,58,26,0,4,1,Improve performance,User request,Bug,14,12,Carol,16
SP0403,36,22,61.11,8,63,1,2,0,Carol,44,63,47,9,1,134.04,1,ISS0403,Story,High,11,4,Fix bug,13,20,17,1,4,0,Code cleanup,New module,Bug,7,4,Carol,7
SP0404,52,29,55.77,1,52,4,1,0,David,50,43,25,1,1,172.0,1,ISS0404,Story,Medium,4,7,Refactor code,3,59,24,2,0,0,Develop feature,Critical bug,Feature,6,9,David,6
SP0405,67,51,76.12,2,72,4,0,0,Carol,41,51,46,6,0,110.87,0,ISS0405,Bug,Medium,17,8,Fix bug,18,22,28,1,1,0,Develop feature,Tech debt,Performance,17,7,Carol,18
SP0406,31,20,64.52,3,28,3,-4,0,David,21,40,28,1,4,142.86,1,ISS0406,Story,Medium,7,3,Add feature,5,20,36,4,2,0,Improve performance,User request,Bug,12,2,Bob,11
SP0407,78,65,83.33,9,28,1,9,0,Alice,24,41,46,3,2,89.13,0,ISS0407,Bug,High,4,7,Refactor code,10,20,28,4,3,0,Code cleanup,New module,Feature,18,4,Carol,22
SP0408,70,52,74.29,0,23,3,1,0,David,46,52,28,6,3,185.71,1,ISS0408,Task,Low,10,3,Fix bug,8,58,17,1,1,0,Fix bug,Critical bug,Feature,6,5,Alice,7
SP0409,41,41,100.0,6,54,1,5,1,Carol,44,34,33,3,2,103.03,0,ISS0409,Story,Low,12,8,Add feature,15,40,15,1,4,1,Develop feature,User request,Feature,7,2,Bob,9
SP0410,74,39,52.7,1,36,3,6,0,Alice,27,26,27,8,2,96.3,0,ISS0410,Story,Medium,14,1,Fix bug,18,49,34,4,0,0,Improve performance,Tech debt,Refactor,11,10,Carol,10
SP0411,41,21,51.22,4,53,4,8,0,Bob,20,28,38,5,3,73.68,0,ISS0411,Story,Low,19,1,Fix bug,19,51,15,1,2,1,Develop feature,Tech debt,Feature,2,8,Bob,5
SP0412,65,27,41.54,0,43,4,10,0,Alice,39,43,22,2,0,195.45,1,ISS0412,Bug,Low,5,6,Refactor code,14,52,16,0,0,0,Improve performance,New module,Feature,11,1,David,17
SP0413,49,25,51.02,2,51,0,8,0,Alice,42,41,37,4,3,110.81,0,ISS0413,Bug,High,9,10,Refactor code,7,41,33,0,4,0,Improve performance,User request,Refactor,18,3,Alice,23
SP0414,57,39,68.42,1,20,2,-1,0,Alice,51,59,24,9,0,245.83,1,ISS0414,Story,High,14,9,Add feature,18,49,38,3,0,0,Improve performance,Critical bug,Refactor,4,1,David,9
SP0415,57,48,84.21,0,27,3,10,1,Carol,30,31,33,4,2,93.94,0,ISS0415,Story,Medium,11,12,Refactor code,11,23,24,0,2,0,Code cleanup,Critical bug,Feature,3,5,Alice,2
SP0416,64,58,90.62,6,64,0,0,1,Alice,58,71,47,8,0,151.06,1,ISS0416,Task,Medium,3,4,Refactor code,10,42,18,1,0,0,Fix bug,Critical bug,Bug,18,8,Carol,19
SP0417,70,54,77.14,4,42,2,4,0,David,43,48,49,5,4,97.96,0,ISS0417,Task,Medium,9,6,Update UI,18,44,18,1,2,1,Code cleanup,New module,Performance,5,7,Bob,10
SP0418,73,45,61.64,0,66,3,2,0,Alice,30,28,23,1,3,121.74,1,ISS0418,Task,High,7,12,Update UI,16,31,27,2,0,0,Fix bug,Critical bug,Refactor,3,9,Carol,1
SP0419,27,20,74.07,5,59,1,10,0,Alice,48,52,26,7,4,200.0,1,ISS0419,Task,Low,17,5,Add feature,20,36,23,0,0,0,Improve performance,User request,Performance,6,2,David,11
SP0420,46,44,95.65,4,31,2,8,1,David,45,64,39,3,2,164.1,1,ISS0420,Task,High,19,12,Refactor code,28,34,21,4,2,1,Fix bug,New module,Refactor,11,12,Bob,11
SP0421,46,29,63.04,2,73,4,2,0,David,35,51,44,8,3,115.91,0,ISS0421,Bug,High,18,1,Add feature,21,29,30,4,0,0,Code cleanup,Tech debt,Feature,2,8,Carol,7
SP0422,53,44,83.02,6,31,0,-3,0,Bob,54,71,47,3,2,151.06,1,ISS0422,Task,Low,7,6,Update UI,16,54,32,3,1,0,Develop feature,New module,Refactor,2,8,Carol,5
SP0423,40,40,100.0,9,65,2,6,1,Alice,39,45,31,1,4,145.16,1,ISS0423,Task,Low,14,9,Update UI,15,48,17,2,3,1,Code cleanup,New module,Feature,5,6,Bob,9
SP0424,49,25,51.02,8,66,2,10,0,Carol,22,25,21,5,2,119.05,0,ISS0424,Story,Medium,15,12,Update UI,24,31,34,4,1,0,Code cleanup,New module,Performance,8,3,Bob,7
SP0425,52,25,48.08,8,34,4,6,0,Alice,20,36,30,2,3,120.0,0,ISS0425,Bug,Low,11,3,Add feature,19,20,34,3,3,0,Code cleanup,User request,Bug,15,2,David,13
SP0426,47,38,80.85,8,60,3,8,0,Alice,20,27,33,4,3,81.82,0,ISS0426,Task,Low,12,11,Refactor code,15,20,24,0,1,0,Code cleanup,Tech debt,Feature,15,8,Alice,18
SP0427,66,49,74.24,1,38,1,1,0,David,36,51,41,1,2,124.39,1,ISS0427,Task,Low,14,3,Fix bug,22,29,38,2,3,0,Code cleanup,Tech debt,Performance,19,6,Alice,19
SP0428,52,52,100.0,2,45,4,-5,1,Bob,21,12,42,9,3,28.57,0,ISS0428,Task,Low,13,2,Refactor code,20,37,36,2,0,0,Fix bug,New module,Performance,3,4,Bob,4
SP0429,24,9,37.5,6,71,1,-5,0,Alice,48,41,35,6,3,117.14,0,ISS0429,Story,Medium,10,4,Add feature,11,21,30,1,2,0,Fix bug,New module,Refactor,2,5,Alice,8
SP0430,79,59,74.68,4,48,3,1,0,Carol,39,46,39,8,2,117.95,0,ISS0430,Story,Medium,5,10,Update UI,10,27,17,0,2,1,Develop feature,New module,Feature,17,5,David,17
SP0431,67,47,70.15,1,41,2,9,0,Alice,25,21,48,4,4,43.75,0,ISS0431,Story,Low,8,3,Fix bug,14,41,25,2,4,1,Code cleanup,User request,Performance,19,9,Alice,18
SP0432,38,32,84.21,2,59,1,9,1,Carol,27,29,25,9,3,116.0,0,ISS0432,Task,Low,3,12,Add feature,2,41,39,3,3,0,Code cleanup,User request,Bug,17,9,Bob,16
SP0433,23,13,56.52,9,40,0,4,0,David,48,52,42,2,3,123.81,1,ISS0433,Story,Medium,8,2,Update UI,12,45,24,4,4,1,Develop feature,Critical bug,Refactor,7,8,David,6
SP0434,54,27,50.0,5,70,0,3,0,Bob,52,66,23,9,3,286.96,1,ISS0434,Task,Medium,10,1,Add feature,16,45,30,0,4,0,Develop feature,Tech debt,Refactor,11,8,Bob,14
SP0435,68,43,63.24,6,57,4,1,0,Alice,22,34,34,5,3,100.0,0,ISS0435,Bug,Low,6,3,Fix bug,12,28,22,0,3,0,Improve performance,Critical bug,Performance,3,12,David,2
SP0436,36,33,91.67,8,39,3,4,1,Bob,54,71,43,6,2,165.12,1,ISS0436,Task,High,16,10,Update UI,25,40,23,2,2,1,Develop feature,Critical bug,Feature,8,2,David,12
SP0437,63,44,69.84,0,76,4,-1,0,Alice,24,35,44,3,4,79.55,0,ISS0437,Story,Medium,19,6,Refactor code,21,50,29,2,3,1,Develop feature,New module,Refactor,18,3,Bob,22
SP0438,47,39,82.98,6,48,4,2,0,Carol,46,61,20,4,4,305.0,1,ISS0438,Bug,Medium,5,9,Add feature,3,25,35,2,0,0,Develop feature,User request,Feature,4,8,Carol,8
SP0439,49,40,81.63,7,70,4,-4,0,Bob,31,21,26,6,0,80.77,0,ISS0439,Task,Medium,8,11,Fix bug,11,33,17,3,4,1,Improve performance,Critical bug,Performance,13,5,Bob,12
SP0440,48,46,95.83,2,23,0,3,1,Alice,39,39,44,7,3,88.64,0,ISS0440,Bug,Low,9,5,Refactor code,14,52,18,1,4,1,Fix bug,Critical bug,Performance,3,7,David,7
SP0441,65,65,100.0,3,74,0,0,1,David,39,38,31,1,3,122.58,1,ISS0441,Bug,Low,18,3,Fix bug,16,26,27,2,3,0,Improve performance,Critical bug,Feature,8,8,Bob,15
SP0442,72,34,47.22,9,26,4,7,0,Carol,28,42,29,7,0,144.83,1,ISS0442,Bug,Medium,14,5,Add feature,13,43,26,1,4,1,Fix bug,New module,Bug,18,6,Bob,23
SP0443,25,10,40.0,5,47,0,3,0,Bob,58,52,24,1,4,216.67,1,ISS0443,Task,Low,12,5,Fix bug,10,28,35,1,2,0,Develop feature,New module,Refactor,13,5,David,18
SP0444,54,52,96.3,9,47,3,10,1,Alice,23,28,31,5,1,90.32,0,ISS0444,Story,Low,2,5,Update UI,4,30,23,0,4,0,Improve performance,User request,Performance,10,8,Alice,9
SP0445,79,43,54.43,6,23,4,-4,0,Bob,38,38,37,6,1,102.7,0,ISS0445,Task,Medium,3,12,Fix bug,2,42,39,4,3,0,Improve performance,Critical bug,Bug,15,1,David,17
SP0446,60,53,88.33,3,41,0,-3,0,Alice,57,67,29,2,4,231.03,1,ISS0446,Story,Low,18,12,Add feature,25,21,28,4,2,0,Fix bug,Critical bug,Bug,3,1,Bob,6
SP0447,56,44,78.57,7,31,1,6,0,Carol,46,41,25,9,3,164.0,1,ISS0447,Task,High,6,7,Update UI,13,34,33,3,2,0,Improve performance,User request,Feature,5,1,David,11
SP0448,43,35,81.4,4,64,4,2,0,David,32,30,47,6,1,63.83,0,ISS0448,Task,Low,7,5,Fix bug,8,54,21,3,4,1,Improve performance,User request,Feature,17,3,David,20
SP0449,48,45,93.75,0,22,4,-5,1,Carol,32,34,31,7,2,109.68,0,ISS0449,Task,Low,8,7,Fix bug,6,55,30,4,3,1,Code cleanup,User request,Feature,18,10,Alice,25
SP0450,68,45,66.18,3,41,3,9,0,Bob,41,54,26,8,2,207.69,1,ISS0450,Story,Medium,16,9,Update UI,20,47,36,4,4,0,Fix bug,Tech debt,Bug,3,12,Carol,6
SP0451,65,57,87.69,2,63,2,4,1,Bob,47,44,37,1,0,118.92,0,ISS0451,Task,Medium,17,5,Refactor code,22,58,34,0,0,0,Improve performance,User request,Refactor,18,6,Bob,25
SP0452,72,57,79.17,8,21,2,9,0,Alice,41,44,21,8,4,209.52,1,ISS0452,Bug,High,14,2,Refactor code,16,23,19,0,0,0,Improve performance,New module,Feature,9,6,Bob,16
SP0453,50,48,96.0,7,43,3,9,1,Carol,38,51,29,4,4,175.86,1,ISS0453,Task,Low,6,5,Update UI,5,29,24,4,2,0,Develop feature,Tech debt,Refactor,7,5,Alice,10
SP0454,54,49,90.74,0,53,3,9,1,Alice,27,17,34,8,1,50.0,0,ISS0454,Bug,High,4,8,Fix bug,9,25,32,2,4,0,Code cleanup,User request,Feature,13,7,David,19
SP0455,79,60,75.95,5,46,3,1,0,Carol,27,33,49,6,3,67.35,0,ISS0455,Story,High,4,12,Refactor code,2,49,25,2,0,0,Code cleanup,New module,Bug,19,5,Carol,26
SP0456,52,35,67.31,8,74,2,1,0,Bob,45,58,31,9,4,187.1,1,ISS0456,Story,Medium,15,4,Update UI,19,54,21,0,1,0,Develop feature,User request,Refactor,3,2,Bob,7
SP0457,71,67,94.37,6,60,3,7,1,Alice,45,39,45,4,1,86.67,0,ISS0457,Task,Low,17,2,Add feature,15,29,28,1,0,0,Develop feature,User request,Refactor,11,4,Carol,9
SP0458,40,34,85.0,3,20,0,-5,0,Alice,42,56,36,2,1,155.56,1,ISS0458,Task,Medium,18,10,Fix bug,27,51,34,4,4,0,Develop feature,Tech debt,Bug,4,1,Carol,2
SP0459,51,37,72.55,0,27,4,10,0,Carol,32,23,23,2,4,100.0,0,ISS0459,Task,High,5,3,Add feature,8,22,32,3,4,0,Develop feature,New module,Refactor,13,7,David,14
SP0460,42,16,38.1,1,42,4,3,0,David,47,61,26,5,1,234.62,1,ISS0460,Bug,High,14,9,Fix bug,17,45,25,2,0,0,Code cleanup,Critical bug,Bug,17,4,David,16
SP0461,52,33,63.46,4,57,1,2,0,Carol,28,45,49,9,0,91.84,0,ISS0461,Story,Medium,9,9,Refactor code,11,34,36,1,4,0,Improve performance,User request,Bug,13,4,David,13
SP0462,22,10,45.45,4,25,1,-2,0,David,39,58,28,3,0,207.14,1,ISS0462,Bug,Medium,6,8,Add feature,5,36,26,2,4,0,Improve performance,Tech debt,Performance,9,4,Bob,13
SP0463,37,28,75.68,7,41,4,4,0,Carol,38,51,38,8,4,134.21,1,ISS0463,Bug,Medium,3,8,Add feature,2,46,32,1,1,0,Develop feature,New module,Feature,6,3,Carol,10
SP0464,44,34,77.27,5,44,0,5,0,Bob,58,56,47,4,3,119.15,0,ISS0464,Task,Medium,16,8,Update UI,22,37,16,4,2,1,Fix bug,User request,Performance,12,8,Carol,12
SP0465,61,25,40.98,7,37,2,-1,0,Alice,31,24,46,6,0,52.17,0,ISS0465,Task,Medium,3,8,Refactor code,5,38,37,4,4,0,Develop feature,Critical bug,Bug,11,4,Bob,10
SP0466,50,41,82.0,1,36,2,-4,1,Carol,34,40,42,6,0,95.24,0,ISS0466,Bug,High,12,8,Refactor code,14,31,15,4,3,1,Improve performance,New module,Bug,4,8,Alice,2
SP0467,73,56,76.71,2,31,0,7,0,Bob,50,56,26,3,4,215.38,1,ISS0467,Bug,Medium,14,1,Fix bug,18,43,37,0,2,0,Fix bug,New module,Refactor,10,9,David,16
SP0468,77,59,76.62,5,25,2,10,0,Carol,33,43,42,5,2,102.38,0,ISS0468,Task,Low,11,6,Update UI,14,24,24,1,2,0,Develop feature,Tech debt,Bug,13,1,Bob,20
SP0469,22,13,59.09,9,45,3,3,0,Alice,30,37,21,3,1,176.19,1,ISS0469,Task,High,4,12,Update UI,3,43,35,3,3,0,Fix bug,User request,Bug,7,4,David,7
SP0470,59,26,44.07,2,46,4,9,0,Carol,45,50,25,1,0,200.0,1,ISS0470,Bug,High,6,9,Fix bug,14,46,15,3,0,0,Develop feature,User request,Bug,17,6,Carol,23
SP0471,65,26,40.0,5,27,4,6,0,David,46,65,37,7,2,175.68,1,ISS0471,Task,Low,4,8,Add feature,2,49,20,4,1,0,Code cleanup,New module,Feature,15,8,Bob,16
SP0472,43,24,55.81,5,38,0,6,0,Alice,30,27,25,4,3,108.0,0,ISS0472,Task,Low,7,3,Fix bug,9,34,21,3,4,1,Improve performance,User request,Performance,5,6,Alice,12
SP0473,69,55,79.71,1,79,2,0,0,David,57,72,32,7,2,225.0,1,ISS0473,Bug,High,14,11,Fix bug,15,57,31,2,0,0,Develop feature,New module,Performance,19,12,David,22
SP0474,51,42,82.35,6,61,1,-3,0,Bob,53,53,45,3,4,117.78,0,ISS0474,Bug,Medium,11,1,Fix bug,20,53,23,1,3,1,Fix bug,Critical bug,Feature,11,6,Carol,15
SP0475,66,64,96.97,1,20,1,6,1,Bob,38,48,38,5,3,126.32,1,ISS0475,Story,High,9,2,Update UI,9,46,21,1,1,0,Improve performance,Tech debt,Feature,19,10,Carol,26
SP0476,41,18,43.9,5,76,2,1,0,Carol,25,35,49,5,3,71.43,0,ISS0476,Bug,High,19,11,Fix bug,18,39,31,1,1,0,Develop feature,User request,Feature,13,4,Alice,16
SP0477,42,25,59.52,0,48,1,3,0,David,57,64,21,2,2,304.76,1,ISS0477,Task,Low,4,2,Fix bug,11,51,17,2,1,0,Develop feature,User request,Performance,9,9,Alice,7
SP0478,21,17,80.95,2,64,0,-3,1,David,47,59,31,2,4,190.32,1,ISS0478,Bug,High,18,7,Fix bug,17,23,30,0,3,0,Develop feature,Tech debt,Performance,2,7,David,5
SP0479,46,36,78.26,1,68,0,10,0,Alice,20,38,34,4,0,111.76,0,ISS0479,Bug,Medium,9,12,Refactor code,10,24,19,2,0,0,Develop feature,Critical bug,Bug,15,11,Carol,18
SP0480,61,57,93.44,6,54,2,-4,1,David,54,67,33,4,2,203.03,1,ISS0480,Bug,Low,11,6,Add feature,10,27,34,1,4,0,Code cleanup,Critical bug,Performance,7,6,Alice,9
SP0481,21,19,90.48,3,59,1,10,1,David,59,58,25,4,0,232.0,1,ISS0481,Story,High,3,11,Add feature,4,41,32,1,1,0,Improve performance,Critical bug,Refactor,15,1,Bob,15
SP0482,45,18,40.0,7,33,0,1,0,Alice,27,29,37,6,2,78.38,0,ISS0482,Story,High,13,2,Add feature,13,26,15,1,1,0,Code cleanup,Critical bug,Performance,3,2,Alice,10
SP0483,36,36,100.0,5,54,0,1,1,Alice,26,32,24,2,0,133.33,1,ISS0483,Task,Medium,7,8,Add feature,13,41,18,3,0,0,Improve performance,Critical bug,Feature,10,12,Bob,10
SP0484,59,50,84.75,9,67,3,-2,0,David,30,37,37,6,2,100.0,0,ISS0484,Story,High,3,9,Update UI,7,49,37,0,1,0,Develop feature,New module,Performance,13,6,Carol,20
SP0485,52,51,98.08,3,64,3,5,1,Carol,58,57,22,7,3,259.09,1,ISS0485,Bug,High,4,7,Update UI,12,56,25,2,1,0,Improve performance,User request,Bug,6,11,David,10
SP0486,28,28,100.0,4,39,0,3,1,Alice,23,28,22,3,1,127.27,1,ISS0486,Story,High,18,4,Fix bug,27,35,34,1,3,0,Fix bug,User request,Performance,3,1,Carol,8
SP0487,62,30,48.39,8,75,2,10,0,Alice,44,53,41,8,3,129.27,1,ISS0487,Bug,High,8,1,Update UI,8,34,23,4,2,0,Improve performance,User request,Feature,8,11,Carol,8
SP0488,73,57,78.08,6,68,4,8,0,David,31,25,41,2,0,60.98,0,ISS0488,Story,Medium,6,4,Add feature,11,24,22,0,0,0,Fix bug,New module,Refactor,8,5,Carol,8
SP0489,67,33,49.25,9,32,4,2,0,David,45,47,29,8,4,162.07,1,ISS0489,Story,High,2,4,Refactor code,8,22,22,4,0,0,Fix bug,Tech debt,Feature,11,1,Carol,15
SP0490,58,23,39.66,8,57,0,7,0,Alice,57,64,38,5,3,168.42,1,ISS0490,Story,High,9,8,Fix bug,13,42,19,0,0,0,Code cleanup,Critical bug,Refactor,18,3,David,25
SP0491,48,43,89.58,6,68,0,7,0,David,31,37,22,2,1,168.18,1,ISS0491,Bug,High,13,4,Fix bug,16,29,26,1,3,0,Improve performance,Tech debt,Bug,15,12,Alice,19
SP0492,61,26,42.62,0,65,0,-5,0,Alice,56,54,48,7,0,112.5,0,ISS0492,Story,Low,15,4,Add feature,16,24,15,0,3,1,Develop feature,Critical bug,Bug,12,12,David,18
SP0493,74,52,70.27,7,68,2,-5,0,Carol,43,46,31,2,3,148.39,1,ISS0493,Bug,Medium,17,2,Add feature,19,42,29,0,4,0,Improve performance,Critical bug,Performance,7,12,David,10
SP0494,45,40,88.89,3,27,3,-1,0,Carol,35,41,48,6,2,85.42,0,ISS0494,Bug,Low,11,12,Add feature,16,34,39,1,3,0,Code cleanup,Tech debt,Bug,9,7,David,13
SP0495,54,28,51.85,2,62,0,0,0,Alice,32,50,35,3,4,142.86,1,ISS0495,Task,Low,16,10,Update UI,16,37,32,4,0,0,Fix bug,User request,Bug,18,5,David,25
SP0496,69,63,91.3,6,39,0,-3,1,Alice,44,37,36,9,0,102.78,0,ISS0496,Story,Medium,16,7,Fix bug,15,44,20,4,4,1,Fix bug,New module,Feature,19,12,Alice,17
SP0497,44,19,43.18,2,79,1,7,0,Bob,23,30,26,3,3,115.38,0,ISS0497,Task,Low,11,4,Add feature,11,27,24,3,2,0,Code cleanup,Tech debt,Feature,13,10,Carol,17
SP0498,43,35,81.4,7,52,2,3,0,Bob,30,46,32,3,0,143.75,1,ISS0498,Task,Low,8,11,Refactor code,17,50,28,4,1,0,Code cleanup,User request,Performance,10,1,Alice,9
SP0499,32,12,37.5,5,45,0,6,0,David,51,60,43,5,2,139.53,1,ISS0499,Bug,Low,4,6,Fix bug,8,40,35,4,1,0,Improve performance,Critical bug,Performance,17,1,Alice,21
SP0500,79,58,73.42,4,58,1,4,0,David,26,39,21,7,1,185.71,1,ISS0500,Story,Medium,3,3,Fix bug,8,21,22,0,4,0,Fix bug,User request,Performance,19,8,Carol,19
SP0501,77,76,98.7,3,40,4,8,1,Alice,30,43,23,8,3,186.96,1,ISS0501,Bug,High,7,7,Update UI,5,41,17,3,2,1,Code cleanup,Critical bug,Performance,17,11,Alice,23
SP0502,26,17,65.38,7,72,0,9,0,Alice,47,51,29,7,0,175.86,1,ISS0502,Bug,Medium,10,6,Fix bug,14,27,36,1,1,0,Improve performance,Critical bug,Feature,17,9,David,19
SP0503,76,63,82.89,7,68,0,0,0,Bob,42,42,26,9,0,161.54,1,ISS0503,Story,Medium,11,3,Add feature,17,42,36,1,4,0,Improve performance,User request,Performance,5,7,David,9
SP0504,55,53,96.36,0,61,1,-2,1,Bob,42,43,43,5,0,100.0,0,ISS0504,Bug,Medium,5,4,Add feature,14,51,33,2,3,1,Develop feature,Critical bug,Performance,8,3,Carol,13
SP0505,64,48,75.0,8,62,2,6,0,Alice,47,45,36,3,1,125.0,1,ISS0505,Story,Low,4,10,Refactor code,4,27,26,3,0,0,Fix bug,New module,Bug,2,12,Carol,1
SP0506,39,28,71.79,4,73,0,1,0,Carol,45,47,39,6,0,120.51,1,ISS0506,Story,High,10,5,Fix bug,10,23,26,0,2,0,Improve performance,User request,Performance,2,6,Carol,1
SP0507,20,15,75.0,3,60,4,2,0,Carol,44,48,25,5,4,192.0,1,ISS0507,Bug,Medium,18,9,Fix bug,23,49,29,2,1,0,Code cleanup,Tech debt,Refactor,9,3,David,13
SP0508,27,23,85.19,5,28,0,3,0,David,48,64,38,4,4,168.42,1,ISS0508,Bug,Medium,15,6,Update UI,16,38,21,2,0,0,Fix bug,Critical bug,Bug,9,10,Carol,12
SP0509,65,41,63.08,5,43,4,7,0,Alice,38,42,24,2,0,175.0,1,ISS0509,Task,High,11,4,Add feature,16,42,18,1,4,1,Code cleanup,Critical bug,Feature,11,4,Alice,14
SP0510,35,17,48.57,1,56,3,10,0,Alice,52,69,29,7,4,237.93,1,ISS0510,Bug,High,14,11,Refactor code,16,37,35,4,1,0,Code cleanup,New module,Refactor,2,12,Alice,1
SP0511,33,32,96.97,7,68,3,5,1,David,55,49,28,5,3,175.0,1,ISS0511,Story,High,13,11,Add feature,13,48,23,0,0,0,Improve performance,New module,Performance,15,4,Bob,15
SP0512,31,16,51.61,6,60,4,0,0,Bob,33,45,46,4,4,97.83,0,ISS0512,Task,Low,2,7,Fix bug,3,42,36,3,3,0,Improve performance,Tech debt,Bug,15,3,Bob,16
SP0513,70,48,68.57,0,36,2,9,0,Bob,33,41,32,8,0,128.12,1,ISS0513,Story,High,7,2,Fix bug,8,52,30,2,2,1,Develop feature,Critical bug,Performance,11,10,Carol,11
SP0514,42,29,69.05,4,43,0,0,0,Carol,54,69,38,9,2,181.58,1,ISS0514,Task,Low,14,4,Refactor code,19,37,27,0,4,0,Code cleanup,Tech debt,Bug,17,6,Bob,16
SP0515,34,28,82.35,5,40,0,2,0,Alice,49,58,40,9,3,145.0,1,ISS0515,Bug,Medium,14,5,Fix bug,17,52,18,1,1,0,Improve performance,Tech debt,Performance,10,5,David,10
SP0516,47,35,74.47,3,70,3,6,0,Bob,47,62,43,3,1,144.19,1,ISS0516,Bug,Low,5,4,Refactor code,9,26,38,2,3,0,Develop feature,Critical bug,Refactor,17,11,David,20
SP0517,53,27,50.94,1,78,4,-1,0,Carol,36,50,25,3,0,200.0,1,ISS0517,Bug,High,3,4,Refactor code,9,47,23,2,2,1,Fix bug,Tech debt,Feature,9,9,Alice,15
SP0518,21,17,80.95,3,58,0,8,0,Carol,22,37,23,5,1,160.87,1,ISS0518,Story,Low,16,11,Add feature,19,20,35,1,2,0,Develop feature,Tech debt,Refactor,8,9,Alice,9
SP0519,51,26,50.98,0,74,0,-3,0,Carol,35,50,43,5,2,116.28,0,ISS0519,Task,High,13,9,Refactor code,13,58,32,1,3,1,Develop feature,New module,Refactor,12,3,Bob,15
SP0520,42,16,38.1,6,60,2,6,0,Bob,49,52,46,2,1,113.04,0,ISS0520,Story,Low,8,11,Fix bug,8,53,29,1,1,0,Code cleanup,New module,Feature,7,9,Bob,5
SP0521,41,38,92.68,1,58,1,-3,1,Bob,48,65,22,1,0,295.45,1,ISS0521,Task,Medium,19,2,Update UI,27,58,29,0,2,1,Fix bug,Tech debt,Bug,16,12,David,19
SP0522,70,48,68.57,1,32,3,7,0,Alice,34,40,22,8,0,181.82,1,ISS0522,Bug,Low,14,6,Update UI,14,38,20,0,4,1,Code cleanup,Critical bug,Bug,15,3,Alice,15
SP0523,44,35,79.55,8,30,3,0,0,Alice,44,51,23,3,2,221.74,1,ISS0523,Story,Medium,18,8,Fix bug,27,50,25,0,0,0,Code cleanup,New module,Feature,16,4,Bob,22
SP0524,77,77,100.0,4,65,1,-4,1,Carol,57,67,44,1,0,152.27,1,ISS0524,Bug,High,5,8,Update UI,12,32,22,4,4,0,Develop feature,Tech debt,Performance,7,1,David,8
SP0525,41,34,82.93,1,38,0,10,1,Carol,57,49,24,1,2,204.17,1,ISS0525,Story,Medium,15,11,Update UI,14,43,35,2,2,0,Develop feature,User request,Bug,11,5,Alice,15
SP0526,77,65,84.42,8,30,2,0,0,Bob,42,33,27,2,2,122.22,1,ISS0526,Bug,High,14,7,Refactor code,12,24,31,0,0,0,Improve performance,User request,Refactor,15,12,David,16
SP0527,77,58,75.32,8,32,2,10,0,Bob,44,34,35,6,0,97.14,0,ISS0527,Story,High,4,10,Update UI,12,42,38,4,3,0,Develop feature,Tech debt,Feature,17,9,David,20
SP0528,41,33,80.49,0,65,3,7,1,Alice,26,25,41,6,4,60.98,0,ISS0528,Story,Medium,19,11,Update UI,26,38,39,2,0,0,Improve performance,User request,Refactor,14,2,Alice,18
SP0529,68,28,41.18,2,64,2,0,0,Alice,41,49,22,3,2,222.73,1,ISS0529,Task,Medium,15,4,Update UI,13,20,31,0,0,0,Code cleanup,New module,Bug,12,4,David,11
SP0530,71,28,39.44,3,20,1,2,0,David,36,42,43,4,0,97.67,0,ISS0530,Bug,Low,16,7,Add feature,17,52,38,1,0,0,Develop feature,Critical bug,Feature,4,10,Bob,11
SP0531,61,28,45.9,6,59,0,1,0,Alice,37,38,31,2,4,122.58,1,ISS0531,Task,Low,4,10,Fix bug,4,52,32,3,2,1,Fix bug,Tech debt,Feature,9,2,David,12
SP0532,25,13,52.0,9,63,1,2,0,Bob,29,19,44,2,2,43.18,0,ISS0532,Task,Medium,2,6,Refactor code,4,51,18,0,1,0,Fix bug,New module,Bug,4,8,Bob,9
SP0533,34,23,67.65,3,38,4,8,0,Carol,29,30,27,7,4,111.11,0,ISS0533,Bug,Medium,18,11,Update UI,27,47,29,3,2,1,Code cleanup,Critical bug,Bug,3,9,Carol,6
SP0534,73,70,95.89,1,31,3,3,1,David,26,32,32,1,3,100.0,0,ISS0534,Story,Medium,4,6,Fix bug,10,56,16,0,1,0,Code cleanup,User request,Feature,15,3,Carol,14
SP0535,62,25,40.32,6,27,2,0,0,Alice,57,70,23,7,3,304.35,1,ISS0535,Task,Medium,15,2,Update UI,24,31,16,1,3,1,Develop feature,User request,Performance,16,9,Carol,17
